cim	fajta	lap	szakasz	sor	mit
0x00480dd2	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	350	0x00480dd2 utasítás ebx, [eax + ecx*8 + 4] ; felső
0x00480de7	függvény	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	109	⭐ **2026-09-06 (8.
0x00480de7	vtábla	picasa-arcfelismeres.md	25. 12. Nyitott kérdések mérlege	633	\| 1 \| A \`facerect\` \`0x1\` pontos jelentése \| **LEZÁRVA (2026-08-22)** — a „B" telepítés megmutatta: az oszlop V…
0x00480de7	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	351	0x00480de7 utasítás edi, edi
0x00480de7	függvény	picasa-mappakezelo.md	20. 5.2/c Az OK teljes alkalmazási útja — VÉGIGKÖVETVE (2026-08-21, M1 lezárva)	694	(\`FUN_00480040\`) **csak nulla értékre ír** (\`0x00480de7\`–\`0x00480df1\`) ⇒
0x00480de9	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	352	0x00480de9 jne 0x481386 ; ha nem nulla → KIHAGYJA
0x00480def	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	353	0x00480def utasítás ebx, ebx
0x00480df1	függvény	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	109	⭐ **2026-09-06 (8.
0x00480df1	vtábla	picasa-arcfelismeres.md	25. 12. Nyitott kérdések mérlege	633	\| 1 \| A \`facerect\` \`0x1\` pontos jelentése \| **LEZÁRVA (2026-08-22)** — a „B" telepítés megmutatta: az oszlop V…
0x00480df1	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	354	0x00480df1 jne 0x481386
0x00480df1	függvény	picasa-mappakezelo.md	20. 5.2/c Az OK teljes alkalmazási útja — VÉGIGKÖVETVE (2026-08-21, M1 lezárva)	694	(\`FUN_00480040\`) **csak nulla értékre ír** (\`0x00480de7\`–\`0x00480df1\`) ⇒
0x00480e33	függvény	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	342	\`FUN_009b9290\` (\`0x00480e33\`) → **\`FUN_009b9150\`** (\`0x00480e3f\`, a fenti
0x00480e3f	függvény	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	342	\`FUN_009b9290\` (\`0x00480e33\`) → **\`FUN_009b9150\`** (\`0x00480e3f\`, a fenti
0x00481093	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	330	0x00481093 utasítás ecx, [ebp + 0x48] ; az oszlop elemtömbje
0x00481096	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	331	0x00481096 utasítás edx, [ecx + edi*8] ; a sor jelenlegi értéke
0x00481099	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	332	0x00481099 utasítás eax, [ecx + edi*8] ; a sor CÍME
0x004810a3	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	333	0x004810a3 utasítás edx, ecx ; egyezik az új alsó fele?
0x004810aa	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	334	0x004810aa utasítás edx, [esp + 0xbc] ; …és a felső?
0x004810b1	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	335	0x004810b1 je 0x4810ce ; ha ugyanaz → NEM ír
0x004810b3	függvény	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	109	⭐ **2026-09-06 (8.
0x004810b3	vtábla	picasa-arcfelismeres.md	25. 12. Nyitott kérdések mérlege	633	\| 1 \| A \`facerect\` \`0x1\` pontos jelentése \| **LEZÁRVA (2026-08-22)** — a „B" telepítés megmutatta: az oszlop V…
0x004810b3	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	336	0x004810b3 utasítás dword ptr [eax], ecx ; ⇐ ALSÓ 32 BIT
0x004810bc	függvény	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	109	⭐ **2026-09-06 (8.
0x004810bc	vtábla	picasa-arcfelismeres.md	25. 12. Nyitott kérdések mérlege	633	\| 1 \| A \`facerect\` \`0x1\` pontos jelentése \| **LEZÁRVA (2026-08-22)** — a „B" telepítés megmutatta: az oszlop V…
0x004810bc	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	337	0x004810bc utasítás dword ptr [eax + 4], ecx ; ⇐ FELSŐ 32 BIT
0x004810c9	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	338	0x004810c9 utasítás 0x6a2a60 ; változás-értesítés a gyűjteménynek
0x004810ce	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	335	0x004810b1 je 0x4810ce ; ha ugyanaz → NEM ír
0x00481386	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	352	0x00480de9 jne 0x481386 ; ha nem nulla → KIHAGYJA
0x00481386	?	picasa-imagedata-rekord.md	14. ⭐ AZ ÍRÓ: `FUN_00480040`	354	0x00480df1 jne 0x481386
0x00481993	?	00-index.md	31. [pmp-database.md](pmp-database.md) — 1 BLOKKOLT tétel (2026-09-05)	1229	\`0x0043bc8e\` · \`0x0045a966\` · \`0x00481993\` · \`0x0064bea8\` · \`0x006a969f\` ·
0x00481993	?	pmp-database.md	95. 8.10 ⭐ AZ ELLENŐRZŐÖSSZEG KÉPLETE — MEGVAN	3008	\| literál **\`0\`** \| **10** \| \`0x004245eb\` · \`0x0042f6c0\` · \`0x0042f710\` · \`0x0043bc8e\` · \`0x0045a966\`…
0x004844f0	függvény	pmp-database.md	77. 6. A borító ÉLETCIKLUSA — hol van a kód (2026-09-02, folytatás)	2050	\| \`0x00417770\` · \`0x0044d540\` · \`0x004844f0\` · \`0x00423500\` \| \| további belső hívók \|
0x00484820	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	153	\| **B) \`FRWriteFaceDataINI\`** \| \`0x00484820\` \| \`Preferences\FRWriteFaceDataINI\`, **alapból 0** \| \`faces\`…
0x00484820	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1738	**\`0x00484820\`**-at:
0x00484820	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1743	0x0044b323 utasítás 0x00484820
0x00484820	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1746	A \`0x00484820\` a 6/B pontban már dokumentált **arcadat-kiíró**: a
0x00484820	adat	picasa-menu-parancsok-viselkedes.md	69. 34.4 Az arcok alaphelyzetbe állítása — HÁROM ág módosító-gomb szerint	1241	\| **sima kattintás** \| \`0x0057daa0\` \| a **kijelölés** arc-téglalapjait törli (\`faces=\` kulcs, \`0x448560\`/\`0…
0x00484dcf	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	155	A **B) útvonal** a \`0x00484dcf\`-en olvassa a kapcsolót; ha nincs
0x00484dcf	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1747	\`Preferences\FRWriteFaceDataINI\` kulcsot olvassa (\`0x00484dcf\` a kulcsnév,
0x00484de7	?	picasa-arcfelismeres.md	3. 1.1 Beállítások (`Preferences\…`) — a motor kapcsolói	52	\| — \| **\`FRWriteFaceDataINI\`** \| bool \| **0 (KI!)** \| olvasáskor \`0x00484de7\` \|
0x00484de7	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1748	\`0x00484de7\` az **alapérték 0**), és csak igaz esetben írja a \`.picasa.ini\`
0x00484f28	adat	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	179	**Az érték-összefűzés alakja** (\`0x00484f28\`–\`0x00484f64\`): pontosvesszővel
0x00484f64	adat	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	179	**Az érték-összefűzés alakja** (\`0x00484f28\`–\`0x00484f64\`): pontosvesszővel
0x00484f72	konstans	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	156	bekapcsolva (\`bl == 0\`), a teljes arc-blokk **átugrik** a \`0x00484f72\`-re.
0x0048516d	adat	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	160	0x0048516d push "faces" -> 0x005ab210(szakasz, kulcs, érték)
0x0048516d	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1749	\`faces\` (\`0x0048516d\`) + \`facedata\` (\`0x004851ab\`) + \`backuphash\`
0x004851ab	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	161	0x004851ab push "facedata"
0x004851ab	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1749	\`faces\` (\`0x0048516d\`) + \`facedata\` (\`0x004851ab\`) + \`backuphash\`
0x004851cf	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	167	(\`0x004851cf\`–\`0x004851f2\`).
0x004851f2	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	167	(\`0x004851cf\`–\`0x004851f2\`).
0x0048521c	?	picasa-arcfelismeres.md	8. 3.1 `.picasa.ini` — KÉT külön írási útvonal	162	0x0048521c push "backuphash"
0x0048521d	?	picasa-arcfelismeres.md	81. 18.2 A jóváhagyás útja a tárolóig	1750	(\`0x0048521d\`) kulcsait.
0x004852e0	?	picasa-arcfelismeres.md	9. 3.2 A képfájl maga — `PersistFaceToFile`	200	\`0x004852e0\` (734 b), a kapu a \`0x00485382\`-n, **alapérték 1 (BE)**.
0x00485382	?	picasa-arcfelismeres.md	3. 1.1 Beállítások (`Preferences\…`) — a motor kapcsolói	48	\| \`persistfacetofile\` \| **\`PersistFaceToFile\`** \| bool \| **1** (BE) \| olvasáskor \`0x00485382\` \|
0x00485382	?	picasa-arcfelismeres.md	9. 3.2 A képfájl maga — `PersistFaceToFile`	200	\`0x004852e0\` (734 b), a kapu a \`0x00485382\`-n, **alapérték 1 (BE)**.
0x004887c0	?	pmp-database.md	62. A leltár utolsó négy fehér foltja — lezárva (2026-08-27)	1666	\| \`facetemplatesV2_0.db\` + \`_index.db\` \| arcfelismerési sablonok gyorsítótára, **második formátumverzió** \| a…
0x00488880	?	picasa-arcfelismeres.md	18. 6. MI FUT LE UTÁNA — a verzió-migráció	437	\`0x00488880\` (1 905 b), \`CThumbDB::NeedFaceUpdate\`.
0x0048af7a	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048af7a	függvény	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1393	\| a törzse először a **\`FUN_00448fb0\`**-at hívja \| \`0x0048af7a\` \|
0x0048af83	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048af83	adat	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1395	\| ha a kiolvasott 64 bites érték **nulla**, \`9\`-cel tér vissza \| \`0x0048af83\`–\`0x0048af98\` \|
0x0048af98	adat	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1395	\| ha a kiolvasott 64 bites érték **nulla**, \`9\`-cel tér vissza \| \`0x0048af83\`–\`0x0048af98\` \|
0x0048afa2	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048afa2	adat	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1396	\| a maradék törzs **csomagolt hosszú sztring/vektor másolása** (\`shr len,1\`, \`and [edi+4],1\`, felszabadítás \`0x…
0x0048b113	adat	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1396	\| a maradék törzs **csomagolt hosszú sztring/vektor másolása** (\`shr len,1\`, \`and [edi+4],1\`, felszabadítás \`0x…
0x0048bd80	?	picasa-arcfelismeres.md	30. 14.2 ⛔ A két `*checksum` oszlop képlete — NEM DŐLT EL	783	gyorsítótár-karbantartó rutinban** vannak (\`0x0048bd80\`, \`0x0048c100\`,
0x0048be4a	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048be4a	?	picasa-arcfelismeres.md	61. 14.5.2 ⛔ `FUN_0048bd80` NEM a számoló — felszabadító/átméretező ág	1403	A \`0x0048be5d\` előtti utasítások a **vektort ürítik** (\`0x0048be4a\`
0x0048be52	?	picasa-arcfelismeres.md	61. 14.5.2 ⛔ `FUN_0048bd80` NEM a számoló — felszabadító/átméretező ág	1404	felszabadítás, \`0x0048be52\` a csomagolt hossz nullázása, \`0x0048be56\`
0x0048be56	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048be56	?	picasa-arcfelismeres.md	61. 14.5.2 ⛔ `FUN_0048bd80` NEM a számoló — felszabadító/átméretező ág	1404	felszabadítás, \`0x0048be52\` a csomagolt hossz nullázása, \`0x0048be56\`
0x0048be5d	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
0x0048be5d	függvény	picasa-arcfelismeres.md	54. 14.4.2 ⛔ KIMERÍTŐ: hat hely nyúl az oszlophoz, EGY írja	1326	\| \`0x0048be5d\` \| \`FUN_0048bd80\` (888 b) \| egy érintés \|
0x0048be5d	?	picasa-arcfelismeres.md	61. 14.5.2 ⛔ `FUN_0048bd80` NEM a számoló — felszabadító/átméretező ág	1403	A \`0x0048be5d\` előtti utasítások a **vektort ürítik** (\`0x0048be4a\`
0x0048c100	?	picasa-arcfelismeres.md	30. 14.2 ⛔ A két `*checksum` oszlop képlete — NEM DŐLT EL	783	gyorsítótár-karbantartó rutinban** vannak (\`0x0048bd80\`, \`0x0048c100\`,
0x0048c18c	függvény	picasa-arcfelismeres.md	54. 14.4.2 ⛔ KIMERÍTŐ: hat hely nyúl az oszlophoz, EGY írja	1327	\| \`0x0048c18c\` \| \`FUN_0048c100\` (817 b) \| egy érintés \|
0x0048ecc6	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1514	\| üres bemenetre \| \`0x0048ecc6\`–\`0x0048ece0\` \| \`return 9\` (a \`0\` marad) \|
0x0048ece0	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1514	\| üres bemenetre \| \`0x0048ecc6\`–\`0x0048ece0\` \| \`return 9\` (a \`0\` marad) \|
0x0048ece3	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048ece3	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1508	\| a kimenő rekesz nullázása \| \`0x0048ece3\`–\`0x0048ecea\` \| \`utasítás dword ptr [edx], 0\`, ahol \`edx\` = ARG3 \|
0x0048ecea	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1508	\| a kimenő rekesz nullázása \| \`0x0048ece3\`–\`0x0048ecea\` \| \`utasítás dword ptr [edx], 0\`, ahol \`edx\` = ARG3 \|
0x0048ed61	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1510	\| tartomány-őr az 1.
0x0048ed6e	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048ed6e	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1509	\| **1.
0x0048ed7f	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1512	\| a 2.
0x0048ed85	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048ed85	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1511	\| **2.
0x0048ed95	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048ed95	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1513	\| **a hajtogatás** \| \`0x0048ed95\`–\`0x0048eda6\` \| \`utasítás ecx,[esp+0xec]\` (ARG3) · \`utasítás ebx,[ecx]\` ·…
0x0048eda6	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048eda6	?	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1513	\| **a hajtogatás** \| \`0x0048ed95\`–\`0x0048eda6\` \| \`utasítás ecx,[esp+0xec]\` (ARG3) · \`utasítás ebx,[ecx]\` ·…
0x0048ef20	?	picasa-arcfelismeres.md	30. 14.2 ⛔ A két `*checksum` oszlop képlete — NEM DŐLT EL	784	\`0x0048ef20\`) — az író nincs köztük.
0x0048f195	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1526	kalibrálja az egész régiót.
0x0048f19f	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048f19f	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1531	\| \`0x0048f19f\` \| \`utasítás edx, [esp + 0x38]\` \| \`0x154\` \| **\`0x30\`** ⇒ **\`&local_0x30\`**, az ARG3 \|
0x0048f1a5	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1532	\| \`0x0048f1a5\` \| \`mov [esp + 0x38], eax\` \| \`0x15c\` \| \`0x28\` (a \`0x0048f828\`-on olvasott rekesz) \|
0x0048f1ae	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1533	\| \`0x0048f1ae\` \| \`utasítás byte [esp + 0x33], 1\` \| \`0x160\` \| \`0x1f\` (a \`0x0048f5c0\`-on törölt jelző) \|
0x0048f1b3	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1534	\| \`0x0048f1b3\` \| \`mov [esp + 0x44], ebp\` \| \`0x160\` \| \`0x30\` ⇒ a rekesz **nullázása** a hívás előtt \|
0x0048f1bf	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	529	⭐⭐ **2026-09-05 (14.6) — MEGVAN az \`albumpeoplechecksum\` KÉPLETE, és 9 albumból 8-on BITRE egyezik.** A képlet: \`a…
0x0048f1bf	függvény	picasa-arcfelismeres.md	68. 14.6.2 A bizonyíték a binárisban	1503	amelyet a \`FUN_0048ef20\` hív a \`0x0048f1bf\`-en.
0x0048f1bf	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1526	kalibrálja az egész régiót.
0x0048f545	függvény	picasa-arcfelismeres.md	54. 14.4.2 ⛔ KIMERÍTŐ: hat hely nyúl az oszlophoz, EGY írja	1328	\| **\`0x0048f545\`** \| **\`FUN_0048ef20\` (5143 b)** \| **OLVASÁS** — összeveti a tárolt értéket \|
0x0048f5b8	?	picasa-arcfelismeres.md	62. 14.5.3 ⛔ ITT áll meg az olcsó ág — és pontosan miért	1415	\| \`0x0048f5b8\`, \`0x0048f7f8\`, \`0x0048f9b6\` \| **olvasás** (a checksum-ág) \|
0x0048f5c0	?	picasa-arcfelismeres.md	69. 14.6.3 ⛳ Hogyan került elő — HORGONYOS veremszámolás, dekompiláció NÉLKÜL	1533	\| \`0x0048f1ae\` \| \`utasítás byte [esp + 0x33], 1\` \| \`0x160\` \| \`0x1f\` (a \`0x0048f5c0\`-on törölt jelző) \|
0x0048f660	?	picasa-arcfelismeres.md	56. 14.4.4 A KONKRÉT következő lépés (a 14.2-é helyett)	1359	(\`0x0048f660\`) állapotkódok is innen jönnek.
0x0048f68b	függvény	picasa-arcfelismeres.md	55. 14.4.3 Az írás pontos utasításai	1349	A \`FUN_0048ef20\` a \`0x0048f68b\`-en meghívja a \`FUN_0048af60\`-at (2188 b),
0x0048f68b	függvény	picasa-arcfelismeres.md	60. 14.5.1 ⛔ `FUN_0048af60` NEM a számoló — sztring/vektor-másoló	1392	\| **egyetlen** hívója van (\`0x0048f68b\`), tehát nem általános segéd \| kimerítő \`e8\`-pásztázás \|
0x0048f690	?	picasa-arcfelismeres.md	55. 14.4.3 Az írás pontos utasításai	1351	(\`0x0048f690\`, \`0x0048f694\`) — ez a legvalószínűbb helye a tényleges
0x0048f694	?	picasa-arcfelismeres.md	55. 14.4.3 Az írás pontos utasításai	1351	(\`0x0048f690\`, \`0x0048f694\`) — ez a legvalószínűbb helye a tényleges
0x0048f79d	függvény	00-index.md	16. [picasa-arcfelismeres.md](picasa-arcfelismeres.md) — nincs nyitott kérdés (az `albumpeoplechecksum` képlete MEGVAN, 2026-09-05)	531	⭐ **2026-09-05 (14.4) — a keresési tér a teljes binárisról KÉT függvényre szűkült.** A 14.2 javaslata (számold ki az…
